Name,Release_Date,Publisher,Platform,Press_Score,Number_Scores_Press,Users_Score,Number_Scores_Users,Month,Year,Scores_delta,Score_Avg
Assassin's Creed II,2009-11-17,Ubisoft,Playstation 3,9.1,70,8.7,300.0,11,2009,-0.40000000000000036,8.899999999999999
Assassin's Creed II,2009-11-17,Ubisoft,Pc,8.6,22,8.4,340.0,11,2009,-0.1999999999999993,8.5
Assassin's Creed II,2009-11-17,Ubisoft,Xbox 360,9.0,82,8.8,316.0,11,2009,-0.1999999999999993,8.9
Tom Clancy's Ghost Recon Advanced Warfighter,2006-03-09,Ubisoft,Pc,8.0,26,7.0,17.0,3,2006,-1.0,7.5
Tom Clancy's Ghost Recon Advanced Warfighter,2006-03-09,Ubisoft,Xbox,6.6,14,3.9,2.0,3,2006,-2.6999999999999997,5.25
Tom Clancy's Ghost Recon Advanced Warfighter,2006-03-09,Ubisoft,Playstation 2,4.4,8,5.3,4.0,3,2006,0.8999999999999995,4.85
Tom Clancy's Ghost Recon Advanced Warfighter,2006-03-09,Ubisoft,Xbox 360,9.0,78,7.4,15.0,3,2006,-1.5999999999999996,8.2
Silent Hunter III,2005-03-15,Ubisoft,Pc,9.0,23,8.6,10.0,3,2005,-0.40000000000000036,8.8
Tom Clancy's Splinter Cell: Chaos Theory,2005-03-28,Ubisoft,3Ds,5.3,32,5.7,7.0,3,2005,0.40000000000000036,5.5
Tom Clancy's Splinter Cell: Chaos Theory,2005-03-28,Ubisoft,Pc,9.2,36,8.8,69.0,3,2005,-0.3999999999999986,9.0
Tom Clancy's Splinter Cell: Chaos Theory,2005-03-28,Ubisoft,Xbox,9.4,70,8.5,29.0,3,2005,-0.9000000000000004,8.95
Tom Clancy's Splinter Cell: Chaos Theory,2005-03-28,Ubisoft,Playstation 2,8.7,29,8.2,9.0,3,2005,-0.5,8.45
Tom Clancy's Splinter Cell: Chaos Theory,2005-03-28,Ubisoft,Gamecube,8.1,28,7.4,2.0,3,2005,-0.6999999999999993,7.75
Tom Clancy's Splinter Cell: Chaos Theory,2005-03-28,Ubisoft,Ds,5.0,22,6.8,2.0,3,2005,1.7999999999999998,5.9
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004-03-23,Ubisoft,Xbox,9.3,74,8.2,12.0,3,2004,-1.1000000000000014,8.75
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004-03-23,Ubisoft,Playstation 2,8.7,45,7.9,8.0,3,2004,-0.7999999999999989,8.3
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004-03-23,Ubisoft,Pc,8.7,28,8.1,14.0,3,2004,-0.5999999999999996,8.399999999999999
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004-03-23,Ubisoft,Gamecube,7.8,25,7.8,1.0,3,2004,0.0,7.8
Tom Clancy's Splinter Cell,2002-11-17,Ubisoft,Xbox,9.3,46,8.4,9.0,11,2002,-0.9000000000000004,8.850000000000001
Tom Clancy's Splinter Cell,2002-11-17,Ubisoft,Pc,9.1,20,8.4,44.0,11,2002,-0.6999999999999993,8.75
Tom Clancy's Splinter Cell,2002-11-17,Ubisoft,Playstation 2,8.9,24,8.0,15.0,11,2002,-0.9000000000000004,8.45
Tom Clancy's Splinter Cell,2002-11-17,Ubisoft,Gamecube,8.9,19,7.4,1.0,11,2002,-1.5,8.15
Tom Clancy's Splinter Cell,2002-11-17,Ubisoft,Game Boy Advance,7.7,21,6.5,9.0,11,2002,-1.2000000000000002,7.1
Prince of Persia: The Sands of Time,2003-11-10,Ubisoft,Playstation 2,9.2,44,8.5,52.0,11,2003,-0.6999999999999993,8.85
Prince of Persia: The Sands of Time,2003-11-10,Ubisoft,Xbox,9.2,41,8.4,8.0,11,2003,-0.7999999999999989,8.8
Prince of Persia: The Sands of Time,2003-11-10,Ubisoft,Gamecube,9.2,33,7.9,9.0,11,2003,-1.299999999999999,8.55
Prince of Persia: The Sands of Time,2003-11-10,Ubisoft,Pc,8.9,32,8.5,72.0,11,2003,-0.40000000000000036,8.7
Prince of Persia: The Sands of Time,2003-11-10,Ubisoft,Game Boy Advance,7.5,25,7.7,9.0,11,2003,0.20000000000000018,7.6
Prince of Persia: The Sands of Time,2003-11-10,Ubisoft,Playstation 3,8.0,1,6.9,9.0,11,2003,-1.0999999999999996,7.45
Rayman Legends,2013-09-03,Ubisoft,Wii U,9.2,35,8.7,109.0,9,2013,-0.5,8.95
Rayman Legends,2013-09-03,Ubisoft,Playstation Vita,8.7,8,8.4,29.0,9,2013,-0.29999999999999893,8.55
Rayman Legends,2013-09-03,Ubisoft,Playstation 3,9.1,23,8.8,55.0,9,2013,-0.29999999999999893,8.95
Rayman Legends,2013-09-03,Ubisoft,Xbox 360,9.0,35,8.3,33.0,9,2013,-0.6999999999999993,8.65
Rayman Legends,2013-09-03,Ubisoft,Pc,8.9,5,8.5,74.0,9,2013,-0.40000000000000036,8.7
Rayman Legends,2013-09-03,Ubisoft,Playstation 4,9.0,16,8.5,180.0,9,2013,-0.5,8.75
Rayman Legends,2013-09-03,Ubisoft,Xbox One,9.1,6,8.0,37.0,9,2013,-1.0999999999999996,8.55
IL-2 Sturmovik,2001-11-18,Ubisoft,Pc,9.1,12,8.5,6.0,11,2001,-0.5999999999999996,8.8
Assassin's Creed: Brotherhood,2010-11-16,Ubisoft,Playstation 3,9.0,59,8.4,247.0,11,2010,-0.5999999999999996,8.7
Assassin's Creed: Brotherhood,2010-11-16,Ubisoft,Xbox 360,8.9,81,8.3,200.0,11,2010,-0.5999999999999996,8.600000000000001
Assassin's Creed: Brotherhood,2010-11-16,Ubisoft,Pc,8.8,24,8.2,284.0,11,2010,-0.6000000000000014,8.5
Far Cry,2004-03-23,Ubisoft,Pc,8.9,72,7.7,179.0,3,2004,-1.2000000000000002,8.3
Far Cry,2004-03-23,Ubisoft,Xbox,8.5,56,6.3,2.0,3,2004,-2.2,7.4
Far Cry,2004-03-23,Ubisoft,Wii,3.8,23,3.7,5.0,3,2004,-0.09999999999999964,3.75
Lumines,2005-03-22,Ubisoft,Psp,8.9,55,7.5,4.0,3,2005,-1.4000000000000004,8.2
Brothers in Arms: Road to Hill 30,2005-03-01,Ubisoft,Pc,8.7,32,7.6,25.0,3,2005,-1.0999999999999996,8.149999999999999
Brothers in Arms: Road to Hill 30,2005-03-01,Ubisoft,Xbox,8.8,64,8.3,3.0,3,2005,-0.5,8.55
Brothers in Arms: Road to Hill 30,2005-03-01,Ubisoft,Playstation 2,8.2,30,7.1,5.0,3,2005,-1.0999999999999996,7.6499999999999995
Tom Clancy's Rainbow Six: Vegas,2006-11-20,Ubisoft,Xbox 360,8.8,69,7.7,20.0,11,2006,-1.1000000000000005,8.25
Tom Clancy's Rainbow Six: Vegas,2006-11-20,Ubisoft,Playstation 3,8.6,32,7.3,9.0,11,2006,-1.2999999999999998,7.949999999999999
Tom Clancy's Rainbow Six: Vegas,2006-11-20,Ubisoft,Psp,6.0,20,6.7,2.0,11,2006,0.7000000000000002,6.35
Tom Clancy's Rainbow Six: Vegas,2006-11-20,Ubisoft,Pc,8.5,22,7.5,17.0,11,2006,-1.0,8.0
Assassin's Creed IV: Black Flag,2013-10-29,Ubisoft,Playstation 4,8.3,29,8.0,436.0,10,2013,-0.3000000000000007,8.15
Assassin's Creed IV: Black Flag,2013-10-29,Ubisoft,Pc,8.4,10,8.1,511.0,10,2013,-0.3000000000000007,8.25
Assassin's Creed IV: Black Flag,2013-10-29,Ubisoft,Wii U,8.6,5,7.6,39.0,10,2013,-1.0,8.1
Assassin's Creed IV: Black Flag,2013-10-29,Ubisoft,Xbox 360,8.6,35,8.1,198.0,10,2013,-0.5,8.35
Assassin's Creed IV: Black Flag,2013-10-29,Ubisoft,Playstation 3,8.8,36,8.3,295.0,10,2013,-0.5,8.55
Assassin's Creed IV: Black Flag,2013-10-29,Ubisoft,Xbox One,9.2,3,7.7,109.0,10,2013,-1.4999999999999991,8.45
Far Cry 3,2012-12-04,Ubisoft,Playstation 3,9.0,32,8.6,265.0,12,2012,-0.40000000000000036,8.8
Far Cry 3,2012-12-04,Ubisoft,Pc,8.8,43,8.4,1.0,12,2012,-0.40000000000000036,8.600000000000001
Far Cry 3,2012-12-04,Ubisoft,Xbox 360,9.1,39,8.6,341.0,12,2012,-0.5,8.85
Far Cry 3,2012-12-04,Ubisoft,Playstation 4,7.0,4,7.7,91.0,12,2012,0.7000000000000002,7.35
Rocksmith 2014 Edition,2013-10-22,Ubisoft,Xbox 360,8.7,30,7.8,13.0,10,2013,-0.8999999999999995,8.25
Rocksmith 2014 Edition,2013-10-22,Ubisoft,Playstation 3,8.6,14,8.2,20.0,10,2013,-0.40000000000000036,8.399999999999999
Rocksmith 2014 Edition,2013-10-22,Ubisoft,Pc,8.9,7,8.1,49.0,10,2013,-0.8000000000000007,8.5
Rocksmith 2014 Edition,2013-10-22,Ubisoft,Playstation 4,8.2,4,7.0,8.0,10,2013,-1.1999999999999993,7.6
Rocksmith 2014 Edition,2013-10-22,Ubisoft,Xbox One,7.2,6,7.4,5.0,10,2013,0.20000000000000018,7.300000000000001
Rayman Origins,2011-11-15,Ubisoft,Xbox 360,8.7,55,8.3,79.0,11,2011,-0.3999999999999986,8.5
Rayman Origins,2011-11-15,Ubisoft,Playstation 3,8.7,43,8.4,60.0,11,2011,-0.29999999999999893,8.55
Rayman Origins,2011-11-15,Ubisoft,Wii,9.2,13,8.7,44.0,11,2011,-0.5,8.95
Rayman Origins,2011-11-15,Ubisoft,3Ds,7.1,8,6.3,18.0,11,2011,-0.7999999999999998,6.699999999999999
Rayman Origins,2011-11-15,Ubisoft,Playstation Vita,8.8,54,8.4,60.0,11,2011,-0.40000000000000036,8.600000000000001
Rayman Origins,2011-11-15,Ubisoft,Pc,8.6,11,8.3,82.0,11,2011,-0.29999999999999893,8.45
Might & Magic: Clash of Heroes,2009-12-01,Ubisoft,Ds,8.6,39,6.7,4.0,12,2009,-1.8999999999999995,7.65
Might & Magic: Clash of Heroes,2009-12-01,Ubisoft,Xbox 360,8.4,30,8.2,8.0,12,2009,-0.20000000000000107,8.3
Might & Magic: Clash of Heroes,2009-12-01,Ubisoft,Playstation 3,8.4,26,8.2,9.0,12,2009,-0.20000000000000107,8.3
Might & Magic: Clash of Heroes,2009-12-01,Ubisoft,Pc,7.6,6,7.6,22.0,12,2009,0.0,7.6
Might & Magic: Clash of Heroes,2009-12-01,Ubisoft,Ios Iphoneipad,8.3,18,6.8,2.0,12,2009,-1.5000000000000009,7.550000000000001
Prince of Persia: The Lost Crown,2024-01-18,Ubisoft,Playstation 5,8.6,84,8.4,296.0,1,2024,-0.1999999999999993,8.5
Prince of Persia: The Lost Crown,2024-01-18,Ubisoft,Xbox Series X,8.7,24,8.7,24.0,1,2024,0.0,8.7
Prince of Persia: The Lost Crown,2024-01-18,Ubisoft,Pc,8.5,38,8.4,80.0,1,2024,-0.09999999999999964,8.45
Prince of Persia: The Lost Crown,2024-01-18,Ubisoft,Nintendo Switch,8.8,28,8.7,72.0,1,2024,-0.10000000000000142,8.75
Beyond Good & Evil,2003-11-11,Ubisoft,Pc,8.3,26,8.7,45.0,11,2003,0.3999999999999986,8.5
Beyond Good & Evil,2003-11-11,Ubisoft,Gamecube,8.7,33,8.2,4.0,11,2003,-0.5,8.45
Beyond Good & Evil,2003-11-11,Ubisoft,Playstation 2,8.6,45,8.8,18.0,11,2003,0.20000000000000107,8.7
Beyond Good & Evil,2003-11-11,Ubisoft,Xbox,8.7,40,7.4,2.0,11,2003,-1.299999999999999,8.05
IL-2 Sturmovik: Forgotten Battles,2003-03-02,Ubisoft,Pc,8.6,12,8.0,9.0,3,2003,-0.5999999999999996,8.3
Tom Clancy's Rainbow Six 3,2003-11-12,Ubisoft,Xbox,8.6,39,7.6,4.0,11,2003,-1.0,8.1
Tom Clancy's Rainbow Six 3,2003-11-12,Ubisoft,Playstation 2,7.0,34,7.7,5.0,11,2003,0.7000000000000002,7.35
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007-03-06,Ubisoft,Xbox 360,8.6,58,7.2,10.0,3,2007,-1.3999999999999995,7.9
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007-03-06,Ubisoft,Playstation 3,8.4,29,7.1,2.0,3,2007,-1.3000000000000007,7.75
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007-03-06,Ubisoft,Psp,6.1,12,2.9,2.0,3,2007,-3.1999999999999997,4.5
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007-03-06,Ubisoft,Pc,7.6,24,6.9,12.0,3,2007,-0.6999999999999993,7.25
IL-2 Sturmovik: 1946,2007-03-13,Ubisoft,Pc,8.6,9,8.5,18.0,3,2007,-0.09999999999999964,8.55
Tom Clancy's Splinter Cell: Conviction,2010-04-13,Ubisoft,Xbox 360,8.5,90,7.6,70.0,4,2010,-0.9000000000000004,8.05
Tom Clancy's Splinter Cell: Conviction,2010-04-13,Ubisoft,Pc,8.3,20,6.8,102.0,4,2010,-1.5000000000000009,7.550000000000001
Mario + Rabbids Sparks of Hope,2022-10-20,Ubisoft,Nintendo Switch,8.5,124,7.5,156.0,10,2022,-1.0,8.0
Tom Clancy's Splinter Cell: Double Agent,2006-10-17,Ubisoft,Xbox,8.9,13,8.3,3.0,10,2006,-0.5999999999999996,8.600000000000001
Tom Clancy's Splinter Cell: Double Agent,2006-10-17,Ubisoft,Playstation 2,8.4,13,8.4,9.0,10,2006,0.0,8.4
Tom Clancy's Splinter Cell: Double Agent,2006-10-17,Ubisoft,Playstation 3,7.8,17,6.3,5.0,10,2006,-1.5,7.05
Tom Clancy's Splinter Cell: Double Agent,2006-10-17,Ubisoft,Xbox 360,8.5,59,7.5,16.0,10,2006,-1.0,8.0
Tom Clancy's Splinter Cell: Double Agent,2006-10-17,Ubisoft,Wii,6.1,12,6.9,4.0,10,2006,0.8000000000000007,6.5
Tom Clancy's Splinter Cell: Double Agent,2006-10-17,Ubisoft,Pc,8.0,17,6.6,25.0,10,2006,-1.4000000000000004,7.3
Tom Clancy's Splinter Cell: Double Agent,2006-10-17,Ubisoft,Gamecube,6.4,8,6.1,9.0,10,2006,-0.3000000000000007,6.25
South Park: The Stick of Truth,2014-03-04,Ubisoft,Playstation 3,8.5,31,8.5,130.0,3,2014,0.0,8.5
South Park: The Stick of Truth,2014-03-04,Ubisoft,Xbox 360,8.2,33,8.5,93.0,3,2014,0.3000000000000007,8.35
South Park: The Stick of Truth,2014-03-04,Ubisoft,Pc,8.5,48,8.5,413.0,3,2014,0.0,8.5
South Park: The Stick of Truth,2014-03-04,Ubisoft,Playstation 4,8.7,1,8.1,39.0,3,2014,-0.5999999999999996,8.399999999999999
South Park: The Stick of Truth,2014-03-04,Ubisoft,Nintendo Switch,8.2,6,8.4,27.0,3,2014,0.20000000000000107,8.3
Prince of Persia: The Two Thrones,2005-12-01,Ubisoft,Xbox,8.5,46,8.0,1.0,12,2005,-0.5,8.25
Prince of Persia: The Two Thrones,2005-12-01,Ubisoft,Playstation 2,8.5,46,8.5,20.0,12,2005,0.0,8.5
Prince of Persia: The Two Thrones,2005-12-01,Ubisoft,Pc,8.5,29,8.0,36.0,12,2005,-0.5,8.25
Prince of Persia: The Two Thrones,2005-12-01,Ubisoft,Gamecube,8.4,34,6.6,3.0,12,2005,-1.8000000000000007,7.5
Prince of Persia: The Two Thrones,2005-12-01,Ubisoft,Playstation 3,8.0,1,8.6,3.0,12,2005,0.5999999999999996,8.3
Brothers in Arms: Earned in Blood,2005-10-06,Ubisoft,Pc,8.4,23,7.7,16.0,10,2005,-0.7000000000000002,8.05
Brothers in Arms: Earned in Blood,2005-10-06,Ubisoft,Xbox,8.5,41,8.1,1.0,10,2005,-0.40000000000000036,8.3
Brothers in Arms: Earned in Blood,2005-10-06,Ubisoft,Playstation 2,7.1,20,7.2,2.0,10,2005,0.10000000000000053,7.15
Far Cry 4,2014-11-18,Ubisoft,Playstation 4,8.5,83,7.7,521.0,11,2014,-0.7999999999999998,8.1
Far Cry 4,2014-11-18,Ubisoft,Xbox One,8.2,15,7.7,122.0,11,2014,-0.4999999999999991,7.949999999999999
Far Cry 4,2014-11-18,Ubisoft,Pc,8.0,17,7.0,406.0,11,2014,-1.0,7.5
Trials Evolution: Gold Edition,2013-03-21,Ubisoft,Pc,8.5,10,7.0,35.0,3,2013,-1.5,7.75
Mario + Rabbids: Kingdom Battle,2017-08-29,Ubisoft,Nintendo Switch,8.5,111,8.3,357.0,8,2017,-0.1999999999999993,8.4
Far Cry 2,2008-10-21,Ubisoft,Pc,8.5,34,6.3,261.0,10,2008,-2.2,7.4
Far Cry 2,2008-10-21,Ubisoft,Xbox 360,8.5,75,6.6,62.0,10,2008,-1.9000000000000004,7.55
Far Cry 2,2008-10-21,Ubisoft,Playstation 3,8.5,49,6.2,40.0,10,2008,-2.3,7.35
Beyond Good & Evil HD,2011-03-02,Ubisoft,Playstation 3,8.3,13,8.5,16.0,3,2011,0.1999999999999993,8.4
Beyond Good & Evil HD,2011-03-02,Ubisoft,Xbox 360,8.4,57,8.7,25.0,3,2011,0.29999999999999893,8.55
Assassin's Creed III,2012-10-30,Ubisoft,Playstation 3,8.5,41,6.9,425.0,10,2012,-1.5999999999999996,7.7
Assassin's Creed III,2012-10-30,Ubisoft,Xbox 360,8.4,61,7.0,397.0,10,2012,-1.4000000000000004,7.7
Assassin's Creed III,2012-10-30,Ubisoft,Wii U,8.5,26,7.1,45.0,10,2012,-1.4000000000000004,7.8
Assassin's Creed III,2012-10-30,Ubisoft,Pc,8.0,21,6.5,520.0,10,2012,-1.5,7.25
Outland,2011-04-27,Ubisoft,Playstation 3,8.3,28,7.8,15.0,4,2011,-0.5000000000000009,8.05
Outland,2011-04-27,Ubisoft,Xbox 360,8.4,55,7.4,20.0,4,2011,-1.0,7.9
Outland,2011-04-27,Ubisoft,Pc,7.9,9,7.1,14.0,4,2011,-0.8000000000000007,7.5
Rayman Legends: Definitive Edition,2017-09-12,Ubisoft,Nintendo Switch,8.4,35,8.5,90.0,9,2017,0.09999999999999964,8.45
No More Heroes 2: Desperate Struggle,2010-01-26,Ubisoft,Wii,8.4,68,8.5,36.0,1,2010,0.09999999999999964,8.45
No More Heroes 2: Desperate Struggle,2010-01-26,Ubisoft,Nintendo Switch,8.2,21,8.5,11.0,1,2010,0.3000000000000007,8.35
No More Heroes 2: Desperate Struggle,2010-01-26,Ubisoft,Pc,7.5,3,0.0,1.0,1,2010,-7.5,3.75
Tom Clancy's Rainbow Six 3: Black Arrow,2004-08-04,Ubisoft,Xbox,8.4,55,6.8,9.0,8,2004,-1.6000000000000005,7.6
Rayman,2001-06-11,Ubisoft,Ds,8.0,3,6.8,3.0,6,2001,-1.2000000000000002,7.4
Rayman,2001-06-11,Ubisoft,Game Boy Advance,8.4,17,7.8,10.0,6,2001,-0.6000000000000005,8.1
Rayman,2001-06-11,Ubisoft,Ios Iphoneipad,7.0,3,7.5,9.0,6,2001,0.5,7.25
Child of Eden,2011-06-14,Ubisoft,Playstation 3,8.1,21,7.8,10.0,6,2011,-0.2999999999999998,7.949999999999999
Child of Eden,2011-06-14,Ubisoft,Xbox 360,8.4,81,7.9,34.0,6,2011,-0.5,8.15
Tom Clancy's Ghost Recon,2002-11-11,Ubisoft,Xbox,8.4,29,7.0,4.0,11,2002,-1.4000000000000004,7.7
Tom Clancy's Ghost Recon,2002-11-11,Ubisoft,Pc,8.0,19,7.4,14.0,11,2002,-0.5999999999999996,7.7
Tom Clancy's Ghost Recon,2002-11-11,Ubisoft,Gamecube,5.9,15,6.1,3.0,11,2002,0.1999999999999993,6.0
Tom Clancy's Ghost Recon,2002-11-11,Ubisoft,Playstation 2,6.3,18,6.7,4.0,11,2002,0.40000000000000036,6.5
Assassin's Creed Origins: The Curse of the Pharaohs,2018-03-13,Ubisoft,Xbox One,8.4,6,7.0,7.0,3,2018,-1.4000000000000004,7.7
Assassin's Creed Origins: The Curse of the Pharaohs,2018-03-13,Ubisoft,Pc,8.0,3,7.2,13.0,3,2018,-0.7999999999999998,7.6
Assassin's Creed Origins: The Curse of the Pharaohs,2018-03-13,Ubisoft,Playstation 4,8.3,15,7.3,21.0,3,2018,-1.0000000000000009,7.800000000000001
Anno 2070,2011-11-17,Ubisoft,Pc,8.3,33,7.2,155.0,11,2011,-1.1000000000000005,7.75
No More Heroes,2008-01-22,Ubisoft,Wii,8.3,64,8.4,41.0,1,2008,0.09999999999999964,8.350000000000001
No More Heroes,2008-01-22,Ubisoft,Nintendo Switch,8.2,22,8.3,18.0,1,2008,0.10000000000000142,8.25
No More Heroes,2008-01-22,Ubisoft,Pc,6.5,5,6.6,2.0,1,2008,0.09999999999999964,6.55
Anno 1800 Console Edition,2023-03-16,Ubisoft,Playstation 5,8.3,13,6.9,16.0,3,2023,-1.4000000000000004,7.6000000000000005
Anno 1800 Console Edition,2023-03-16,Ubisoft,Xbox Series X,7.8,4,7.7,4.0,3,2023,-0.09999999999999964,7.75
Riven: The Sequel to Myst,1997-10-31,Ubisoft,Pc,8.3,12,7.6,5.0,10,1997,-0.7000000000000011,7.95
Riven: The Sequel to Myst,1997-10-31,Ubisoft,Ios Iphoneipad,8.2,6,6.3,5.0,10,1997,-1.8999999999999995,7.25
Lumines: Electronic Symphony,2012-02-15,Ubisoft,Playstation Vita,8.3,65,7.8,19.0,2,2012,-0.5000000000000009,8.05
Prince of Persia: Warrior Within,2004-11-30,Ubisoft,Psp,6.5,27,7.5,5.0,11,2004,1.0,7.0
Prince of Persia: Warrior Within,2004-11-30,Ubisoft,Playstation 2,8.3,51,8.7,30.0,11,2004,0.3999999999999986,8.5
Prince of Persia: Warrior Within,2004-11-30,Ubisoft,Xbox,8.3,55,8.4,7.0,11,2004,0.09999999999999964,8.350000000000001
Prince of Persia: Warrior Within,2004-11-30,Ubisoft,Gamecube,8.3,31,7.8,3.0,11,2004,-0.5000000000000009,8.05
Prince of Persia: Warrior Within,2004-11-30,Ubisoft,Pc,8.3,29,8.6,73.0,11,2004,0.29999999999999893,8.45
Prince of Persia: Warrior Within,2004-11-30,Ubisoft,Ios Iphoneipad,7.2,8,7.8,1.0,11,2004,0.5999999999999996,7.5
Tom Clancy's Rainbow Six 3: Raven Shield,2003-03-19,Ubisoft,Pc,8.3,29,8.1,8.0,3,2003,-0.20000000000000107,8.2
Rayman 3,2003-03-04,Ubisoft,Game Boy Advance,8.3,21,6.7,6.0,3,2003,-1.6000000000000005,7.5
Myst III: Exile,2001-05-08,Ubisoft,Pc,8.3,22,8.1,11.0,5,2001,-0.20000000000000107,8.2
Assassin's Creed Odyssey,2018-10-02,Ubisoft,Playstation 4,8.3,95,6.8,1.0,10,2018,-1.5000000000000009,7.550000000000001
Assassin's Creed Odyssey,2018-10-02,Ubisoft,Xbox One,8.7,34,6.8,251.0,10,2018,-1.8999999999999995,7.75
Assassin's Creed Odyssey,2018-10-02,Ubisoft,Pc,8.6,17,6.6,707.0,10,2018,-2.0,7.6
Tom Clancy's Rainbow Six: Vegas 2,2008-03-18,Ubisoft,Xbox 360,8.2,66,7.9,18.0,3,2008,-0.29999999999999893,8.05
Tom Clancy's Rainbow Six: Vegas 2,2008-03-18,Ubisoft,Playstation 3,8.1,32,7.6,11.0,3,2008,-0.5,7.85
Tom Clancy's Rainbow Six: Vegas 2,2008-03-18,Ubisoft,Pc,7.8,20,7.4,38.0,3,2008,-0.39999999999999947,7.6
Watch Dogs 2,2016-11-15,Ubisoft,Playstation 4,8.2,99,7.6,459.0,11,2016,-0.5999999999999996,7.8999999999999995
Watch Dogs 2,2016-11-15,Ubisoft,Xbox One,8.1,11,7.4,89.0,11,2016,-0.6999999999999993,7.75
Watch Dogs 2,2016-11-15,Ubisoft,Pc,7.5,18,7.0,275.0,11,2016,-0.5,7.25
Capitalism II,2001-12-16,Ubisoft,Pc,8.2,11,7.9,5.0,12,2001,-0.29999999999999893,8.05
Dawn of Discovery,2009-06-17,Ubisoft,Pc,8.2,32,8.6,16.0,6,2009,0.40000000000000036,8.399999999999999
Dawn of Discovery,2009-06-17,Ubisoft,Ds,8.2,11,6.3,9.0,6,2009,-1.8999999999999995,7.25
Dawn of Discovery,2009-06-17,Ubisoft,Wii,8.1,24,8.1,2.0,6,2009,0.0,8.1
Tom Clancy's The Division 2,2019-03-12,Ubisoft,Playstation 4,8.2,63,6.3,460.0,3,2019,-1.8999999999999995,7.25
Tom Clancy's The Division 2,2019-03-12,Ubisoft,Xbox One,8.2,32,6.0,124.0,3,2019,-2.1999999999999993,7.1
Tom Clancy's The Division 2,2019-03-12,Ubisoft,Pc,8.4,37,4.9,568.0,3,2019,-3.5,6.65
Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,2018-06-26,Ubisoft,Nintendo Switch,8.2,34,8.3,17.0,6,2018,0.10000000000000142,8.25
Tom Clancy's Ghost Recon: Desert Siege,2002-03-27,Ubisoft,Pc,8.2,14,6.7,2.0,3,2002,-1.4999999999999991,7.449999999999999
Warlords Battlecry II,2002-03-11,Ubisoft,Pc,8.2,21,8.5,4.0,3,2002,0.3000000000000007,8.35
Ape Escape 2,2003-06-30,Ubisoft,Playstation 2,8.2,31,8.2,16.0,6,2003,0.0,8.2
Prince of Persia Classic,2007-06-13,Ubisoft,Xbox 360,8.2,25,7.1,1.0,6,2007,-1.0999999999999996,7.6499999999999995
Prince of Persia Classic,2007-06-13,Ubisoft,Playstation 3,7.3,4,6.3,9.0,6,2007,-1.0,6.8
Prince of Persia Classic,2007-06-13,Ubisoft,Ios Iphoneipad,7.5,9,6.8,9.0,6,2007,-0.7000000000000002,7.15
Child of Light,2014-04-29,Ubisoft,Pc,7.7,16,8.2,107.0,4,2014,0.4999999999999991,7.949999999999999
Child of Light,2014-04-29,Ubisoft,Xbox One,8.2,32,7.7,43.0,4,2014,-0.4999999999999991,7.949999999999999
Child of Light,2014-04-29,Ubisoft,Playstation 4,8.2,46,7.9,117.0,4,2014,-0.29999999999999893,8.05
Child of Light,2014-04-29,Ubisoft,Wii U,8.4,7,8.4,35.0,4,2014,0.0,8.4
Child of Light,2014-04-29,Ubisoft,Xbox 360,7.4,5,7.5,8.0,4,2014,0.09999999999999964,7.45
Child of Light,2014-04-29,Ubisoft,Playstation 3,8.9,6,7.8,22.0,4,2014,-1.1000000000000005,8.35
Child of Light,2014-04-29,Ubisoft,Playstation Vita,8.3,15,7.9,21.0,4,2014,-0.40000000000000036,8.100000000000001
Child of Light,2014-04-29,Ubisoft,Nintendo Switch,8.4,12,8.3,22.0,4,2014,-0.09999999999999964,8.350000000000001
Myst IV: Revelation,2004-09-30,Ubisoft,Xbox,7.5,17,10.0,1.0,9,2004,2.5,8.75
Tom Clancy's Splinter Cell: Blacklist,2013-08-20,Ubisoft,Xbox 360,8.2,58,7.7,101.0,8,2013,-0.4999999999999991,7.949999999999999
Tom Clancy's Splinter Cell: Blacklist,2013-08-20,Ubisoft,Playstation 3,8.4,27,7.8,56.0,8,2013,-0.6000000000000005,8.1
Tom Clancy's Splinter Cell: Blacklist,2013-08-20,Ubisoft,Pc,8.2,13,7.5,199.0,8,2013,-0.6999999999999993,7.85
Tom Clancy's Splinter Cell: Blacklist,2013-08-20,Ubisoft,Wii U,7.5,5,7.8,22.0,8,2013,0.2999999999999998,7.65
Assassin's Creed Shadows,2025-03-20,Ubisoft,Pc,7.9,57,5.0,496.0,3,2025,-2.9000000000000004,6.45
Assassin's Creed Shadows,2025-03-20,Ubisoft,Xbox Series X,8.5,22,6.4,145.0,3,2025,-2.0999999999999996,7.45
Assassin's Creed Shadows,2025-03-20,Ubisoft,Playstation 5,8.2,99,6.2,1.0,3,2025,-1.9999999999999991,7.199999999999999
Trackmania Turbo,2016-03-22,Ubisoft,Playstation 4,8.1,52,7.5,49.0,3,2016,-0.5999999999999996,7.8
